week,new_cases,total_cases,population,incidence_weekly,incidence_total,week_str,weekly_vaccinations,weekly_deaths,date,weekly_cases_per_100k,weekly_deaths_per_100k,weekly_vacc_per_100k,death_rate,cases_smooth,vacc_smooth,deaths_smooth
202113,12286,606845,8738791,140.59,6944.27,202113,264845,71,2021-03-29,140.5915303386933,0.8124693679022648,3030.682390733455,0.005778935373595963,11770.0,277352.0,64.33333333333333
202114,14136,620981,8738791,161.76,7106.03,202114,348520,63,2021-04-05,161.76150682628753,0.7209235236315871,3988.194705652075,0.004456706281833617,12984.0,296723.6666666667,64.66666666666667
202115,14077,635058,8738791,161.09,7267.12,202115,340420,46,2021-04-12,161.08635622479127,0.5263886045563969,3895.504538328014,0.0032677417063294734,13499.666666666666,317928.3333333333,60.0
202116,14516,649574,8738791,166.11,7433.23,202116,441221,54,2021-04-19,166.10993442914472,0.6179344488270746,5048.993619369086,0.0037200330669605952,14243.0,376720.3333333333,54.333333333333336
202117,11867,661441,8738791,135.8,7569.02,202117,430963,69,2021-04-26,135.79681674501657,0.7895829068345953,4931.60896055301,0.005814443414510828,13486.666666666666,404201.3333333333,56.333333333333336
202118,10297,671738,8738791,117.83,7686.85,202118,546101,41,2021-05-03,117.83094480689606,0.4691724518872233,6249.159637757672,0.003981742255025736,12226.666666666666,472761.6666666667,54.666666666666664
202119,7839,679577,8738791,89.7,7776.56,202119,760516,30,2021-05-10,89.70348415473033,0.3432969160150414,8702.75991266984,0.003827018752391887,10001.0,579193.3333333334,46.666666666666664
202120,7344,686921,8738791,84.04,7860.6,202120,1051369,33,2021-05-17,84.03908504048215,0.3776266076165456,12031.05784312727,0.004493464052287581,8493.333333333334,785995.3333333334,34.666666666666664
202121,5109,692030,8738791,58.46,7919.06,202121,1091662,19,2021-05-24,58.46346479736155,0.2174213801428596,12492.139931027074,0.0037189273830495204,6764.0,967849.0,27.333333333333332
202122,3516,695546,8738791,40.23,7959.29,202122,1245690,24,2021-05-31,40.23439855696286,0.2746375328120332,14254.717843692566,0.006825938566552901,5323.0,1129573.6666666667,25.333333333333332
202123,2313,697859,8738791,26.47,7985.76,202123,1226437,16,2021-06-07,26.468192224759694,0.18309168854135544,14034.401326224646,0.006917423259835711,3646.0,1187929.6666666667,19.666666666666668
202124,1238,699097,8738791,14.17,7999.93,202124,1257891,12,2021-06-14,14.166719400887377,0.1373187664060166,14394.336699435884,0.009693053311793215,2355.6666666666665,1243339.3333333333,17.333333333333332
202125,744,699841,8738791,8.51,8008.44,202125,1231095,7,2021-06-21,8.513763517173027,0.08010261373684299,14087.703894051248,0.009408602150537635,1431.6666666666667,1238474.3333333333,11.666666666666666
202126,1026,700867,8738791,11.74,8020.18,202126,1334370,3,2021-06-28,11.740754527714417,0.03432969160150415,15269.50352743303,0.0029239766081871343,1002.6666666666666,1274452.0,7.333333333333333
202127,2047,702914,8738791,23.42,8043.61,202127,1339905,3,2021-07-05,23.42429290275966,0.03432969160150415,15332.841808437803,0.0014655593551538837,1272.3333333333333,1301790.0,4.333333333333333
202128,3798,706712,8738791,43.46,8087.07,202128,1183638,2,2021-07-12,43.46138956750425,0.02288646106766943,13544.642502607054,0.000526592943654555,2290.3333333333335,1285971.0,2.6666666666666665
202129,4952,711664,8738791,56.67,8143.74,202129,912543,5,2021-07-19,56.66687760354951,0.05721615266917357,10442.439921037132,0.0010096930533117932,3599.0,1145362.0,3.3333333333333335
202130,5251,716915,8738791,60.09,8203.82,202130,502592,11,2021-07-26,60.08840353316609,0.12587553587218187,5751.276120461057,0.0020948390782708055,4667.0,866257.6666666666,6.0
202131,7622,724537,8738791,87.22,8291.04,202131,346870,3,2021-08-02,87.22030312888819,0.03432969160150415,3969.3133752712474,0.00039359748097612176,5941.666666666667,587335.0,6.333333333333333
202132,14139,738676,8738791,161.8,8452.84,202132,320123,15,2021-08-09,161.79583651788903,0.1716484580075207,3663.2412881827704,0.0010608953957139827,9004.0,389861.6666666667,9.666666666666666
202133,17952,756628,8738791,205.43,8658.27,202133,310708,25,2021-08-16,205.4288745434008,0.28608076334586785,3555.5032727067164,0.001392602495543672,13237.666666666666,325900.3333333333,14.333333333333334
202134,17883,774511,8738791,204.64,8862.91,202134,299532,42,2021-08-23,204.63929163656618,0.480615682421058,3427.6137282605796,0.0023485992283173965,16658.0,310121.0,27.333333333333332
202135,18763,793274,8738791,214.71,9077.62,202135,249011,53,2021-08-30,214.70933450634075,0.6064912182932399,2849.490278460716,0.002824708202313063,18199.333333333332,286417.0,40.0
202136,18147,811421,8738791,207.66,9285.28,202136,292429,55,2021-09-06,207.66030449749857,0.6293776793609093,3346.3324617787516,0.003030803989640161,18264.333333333332,280324.0,50.0
202137,12720,824141,8738791,145.56,9430.84,202137,357757,42,2021-09-13,145.55789239037756,0.480615682421058,4093.895826093106,0.0033018867924528303,16543.333333333332,299732.3333333333,50.0
202138,9327,833468,8738791,106.73,9537.57,202138,389038,42,2021-09-20,106.7310111890764,0.480615682421058,4451.85152042199,0.004503055644901898,13398.0,346408.0,46.333333333333336
202139,7647,841115,8738791,87.51,9625.07,202139,404177,35,2021-09-27,87.50638389223406,0.40051306868421505,4625.090587473713,0.004576958284294495,9898.0,383657.3333333333,39.666666666666664
202140,6371,847486,8738791,72.9,9697.98,202140,474898,31,2021-10-04,72.90482173106096,0.35474014654887615,5434.367294057038,0.004865798147857479,7781.666666666667,422704.3333333333,36.0
202141,6421,853907,8738791,73.48,9771.45,202141,528901,32,2021-10-11,73.4769832577527,0.36618337708271087,6052.336072575715,0.004983647406945959,6813.0,469325.3333333333,32.666666666666664
202142,8696,862603,8738791,99.51,9870.96,202142,447973,33,2021-10-18,99.51033272222669,0.3776266076165456,5126.258311933539,0.0037948482060717573,7162.666666666667,483924.0,32.0
202143,11537,874140,8738791,132.02,10002.99,202143,303289,45,2021-10-25,132.02055066885112,0.5149453740225621,3470.605945376197,0.0039004940625812605,8884.666666666666,426721.0,36.666666666666664
202144,17225,891365,8738791,197.11,10200.1,202144,204645,34,2021-11-01,197.109645945303,0.3890698381503803,2341.7999125966053,0.001973875181422351,12486.0,318635.6666666667,37.333333333333336
202145,24881,916246,8738791,284.72,10484.81,202145,182139,61,2021-11-08,284.71901891234154,0.6980370625639176,2084.258566202121,0.0024516699489570354,17881.0,230024.33333333334,46.666666666666664
202146,37727,953973,8738791,431.72,10916.53,202146,134938,80,2021-11-15,431.7187583499823,0.9154584427067771,1544.1266417745887,0.002120497256606674,26611.0,173907.33333333334,58.333333333333336
202147,51094,1005067,8738791,584.68,11501.21,202147,112220,114,2021-11-22,584.6804208957509,1.3045282808571574,1284.1593305069316,0.002231181743453243,37900.666666666664,143099.0,85.0
202148,63060,1068127,8738791,721.61,12222.82,202148,109072,174,2021-11-29,721.6101174636171,1.9911221128872405,1248.13604078642,0.002759276879162702,50627.0,118743.33333333333,122.66666666666667
202149,64308,1132435,8738791,735.89,12958.71,202149,124569,190,2021-12-06,735.8912691698428,2.1742138014285954,1425.4717843692565,0.0029545313180319712,59487.333333333336,115287.0,159.33333333333334
202150,60574,1193009,8738791,693.16,13651.88,202150,120020,185,2021-12-13,693.1622463565039,2.116997648759422,1373.4165286708424,0.0030541156271667712,62647.333333333336,117887.0,183.0
202151,67976,1260985,8738791,777.87,14429.74,202151,73832,146,2021-12-20,777.8650387679486,1.6707116579398682,844.8765967740846,0.0021478168765446627,64286.0,106140.33333333333,173.66666666666666
202152,112172,1373157,8738791,1283.61,15713.35,202152,58452,133,2021-12-27,1283.6100554413076,1.521949661000017,668.8797111637067,0.0011856791356131655,80240.66666666667,84101.33333333333,154.66666666666666
202201,180840,1553997,8738791,2069.39,17782.75,202201,120053,102,2022-01-03,2069.39380973867,1.167209514451141,1373.7941552784591,0.0005640345056403451,120329.33333333333,84112.33333333333,127.0
202202,185347,1739344,8738791,2120.97,19903.71,202202,107214,100,2022-01-10,2120.9684497546627,1.1443230533834714,1226.874518454555,0.0005395285599443207,159453.0,95239.66666666667,111.66666666666667
202203,237461,1976805,8738791,2717.32,22621.04,202203,76236,113,2022-01-17,2717.320965794925,1.2930850503233229,872.3861229774234,0.00047586761615591615,201216.0,101167.66666666667,105.0
202204,248472,2225277,8738791,2843.32,25464.36,202204,52284,104,2022-01-24,2843.322377202979,1.1900959755188103,598.2978652310143,0.0004185582278888567,223760.0,78578.0,105.66666666666667
202205,201668,2426945,8738791,2307.73,27772.09,202205,68914,97,2022-01-31,2307.733415297379,1.1099933617819673,788.5987890086856,0.0004809885554475673,229200.33333333334,65811.33333333333,104.66666666666667
202206,151261,2578206,8738791,1730.91,29503.01,202206,78277,101,2022-02-07,1730.9144937783728,1.1557662839173062,895.7417564969799,0.0006677200335843343,200467.0,66491.66666666667,100.66666666666667
202207,109815,2688021,8738791,1256.64,30759.64,202207,58550,73,2022-02-14,1256.638361073059,0.8353558289699341,670.0011477560225,0.0006647543596047899,154248.0,68580.33333333333,90.33333333333333
202208,105166,2793187,8738791,1203.44,31963.08,202208,36974,86,2022-02-21,1203.4387823212617,0.9841178259097855,423.1020057580048,0.0008177547876690185,122080.66666666667,57933.666666666664,86.66666666666667
202209,151325,2944512,8738791,1731.65,33694.73,202209,20270,52,2022-02-28,1731.646860532538,0.5950479877594052,231.95428292082966,0.0003436312572278209,122102.0,38598.0,70.33333333333333
